character_name,species,num_episodes,nn_avg_rating,total_votes,series,popularity_score
Endar,Talarian,1,6.19,37,TNG,0.16
Emck,Malon,1,7.18,23,VOY,0.16
Orum,Romulan,1,7.26,23,VOY,0.16
Oracle of the People,Unknown,1,6.27,37,TOS,0.16
Katik Shaw,Rutian,1,6.5,37,TNG,0.16
Kateras,Boraalan,1,6.61,31,TNG,0.16
Kashyk,Devore,1,7.35,24,VOY,0.16
Thopok,Klingon,1,7.07,24,DS9,0.16
Thon,Andorian,1,7.39,24,ENT,0.16
Atul,Klingon,1,7.2,24,DS9,0.16
Atkins,Human,1,6.42,38,TOS,0.16
Aster,Human,1,6.4,38,TNG,0.16
Terev,Tellarite,1,7.47,23,ENT,0.16
Hayne,Human,1,6.38,36,TNG,0.16
Parn,Cardassian,1,7.21,24,DS9,0.16
Parmen,Platonian,1,6.27,35,TOS,0.16
Debin,Coalition of Madena species,1,6.1,42,TNG,0.16
Kellan,Rakosan,1,7.05,23,VOY,0.16
Keval,Andorian,1,7.39,24,ENT,0.16
Hedrick,Human,1,6.37,34,TNG,0.16
Avryz,Human,1,6.54,33,DIS,0.16
Temple,Human,1,6.55,35,TNG,0.16
Temo'Zuma,Jem'Hadar,1,7.15,24,DS9,0.16
Temarek,Acamarian,1,6.25,36,TNG,0.16
Telok,Klingon,1,7.22,26,DS9,0.16
Tayna,Tanugan,1,6.41,37,TNG,0.16
Baldwin,Human,1,6.63,34,TNG,0.16
Kirok,Unknown,1,6.42,37,TOS,0.16
Kir,Brenari,1,7.35,24,VOY,0.16
Kinis,Unknown,1,7.24,24,VOY,0.16
Kingsley,Human,1,6.25,38,TNG,0.16
Kilana,Vorta,1,7.3,25,DS9,0.16
Day,Bajoran,1,7.2,26,DS9,0.16
Meso'Clan,Jem'Hadar,1,7.15,24,DS9,0.16
Esaak,Valakian,1,7.38,24,ENT,0.16
Badar N'D'D,Antican,1,5.97,46,TNG,0.16
B.G. Robinson,Human,1,6.1,42,TNG,0.16
Tarrana,Boraalan,1,6.61,31,TNG,0.16
Tan Tsu,Human,1,6.38,36,TNG,0.16
Talok,Romulan,1,7.68,19,ENT,0.16
Hanok,Karemma,1,7.15,24,DS9,0.16
Hannah Bates,Human,1,6.45,33,TNG,0.16
Bandra,Human,1,6.34,36,DIS,0.16
Takar,Srivani,1,7.39,23,VOY,0.16
Tagana,Bajoran,1,7.13,23,DS9,0.16
Hain,Unknown,1,7.08,24,DS9,0.16
Hagon,Ligonian,1,6.14,46,TNG,0.16
Pelk,Malon,1,7.39,24,VOY,0.16
Pechetti,Human,1,7.13,23,DS9,0.16
Paxim,Talaxian,1,7.17,22,VOY,0.16
Paul Stubbs,Human,1,6.33,39,TNG,0.16
Paul Hickman,Human,1,6.37,34,TNG,0.16
Patches,Unknown,1,6.4,38,TNG,0.16
Kojiro Vance,Unknown,1,7.96,16,PRO,0.16
Kohlar,Klingon,1,7.4,21,VOY,0.16
Kotan Pa'Dar,Cardassian,1,6.98,26,DS9,0.16
Kosinski,Human,1,6.18,42,TNG,0.16
Korena,Bajoran,1,7.17,24,DS9,0.16
Haley,Human,1,7.44,22,VOY,0.16
T'Pan,Vulcan,1,6.6,31,TNG,0.16
T'Lor,Tiburonian,1,7.3,25,DS9,0.16
T'Greth,Klingon,1,7.4,21,VOY,0.16
Eric,Human,1,6.33,39,TNG,0.16
Eraclitus,Platonian,1,6.27,35,TOS,0.16
Melissa,Human,1,6.9,25,DS9,0.16
Melanie,Human,1,7.17,24,DS9,0.16
Krag,Tanugan,1,6.41,37,TNG,0.16
Ben Prieto,Human,1,6.31,39,TNG,0.16
Susanna Leijten,Human,1,6.37,34,TNG,0.16
Bilecki,Human,1,7.2,26,DS9,0.16
Benzan,Coalition of Madena species,1,6.1,42,TNG,0.16
Sunad,Zalkonian,1,6.55,35,TNG,0.16
Kudak'Etan,Jem'Hadar,1,7.09,23,DS9,0.16
Krite,J'naii,1,6.47,38,TNG,0.16
Krit,Unknown,1,7.08,24,DS9,0.16
Stolzoff,Human,1,7.13,23,DS9,0.16
Stocker,Human,1,6.42,38,TOS,0.16
Stevens,Human,1,7.15,24,DS9,0.16
Steve O'Connel,Human,1,6.5,36,TOS,0.16
Danilo Odell,Human,1,6.12,39,TNG,0.16
McConnell,Human,1,7.16,23,DS9,0.16
Maximilian Forrest,Unknown,1,7.47,23,ENT,0.16
Max,Human,1,6.97,24,DS9,0.16
Philana,Platonian,1,6.27,35,TOS,0.16
Penthor-Mul,Acamarian,1,6.25,36,TNG,0.16
David Gentry,Unknown,1,7.24,24,VOY,0.16
David,Human,1,6.25,38,TNG,0.16
Bo'rak,Klingon,1,7.2,24,DS9,0.16
Black,Unknown,1,7.43,21,ENT,0.16
Stauss,Human,1,6.17,43,PIC,0.16
Starnes,Human,1,6.5,36,TOS,0.16
Ssestar,Selay,1,5.97,46,TNG,0.16
Grebnedlog,Pakled,1,6.3,37,TNG,0.16
Kushell,Coalition of Madena species,1,6.1,42,TNG,0.16
Kurak,Klingon,1,6.6,31,TNG,0.16
Borum,Bajoran,1,7.04,26,DS9,0.16
Boq'ta,Bolian,1,7.13,23,DS9,0.16
Soren,J'naii,1,6.47,38,TNG,0.16
Songi,Gamelan V native,1,6.44,36,TNG,0.16
Eudana,Sikarian,1,7.1,24,VOY,0.16
Lamat'Ukan,Jem'Hadar,1,7.09,23,DS9,0.16
Lai,Bajoran,1,6.34,36,DIS,0.16
L. Isao Telaka,Human,1,6.25,38,TNG,0.16
L'Teis Kardashev,Human,1,6.34,36,DIS,0.16
Kyril Finn,Rutian,1,6.5,37,TNG,0.16
Brenna Odell,Human,1,6.12,39,TNG,0.16
Brathaw,Bolian,1,7.36,24,DS9,0.16
Slar,Gorn,1,7.43,21,ENT,0.16
Singh,Human,1,5.97,46,TNG,0.16
Brull,Acamarian,1,6.25,36,TNG,0.16
Mary Janowski,Human,1,6.5,36,TOS,0.16
Martin Benbeck,Human,1,6.45,33,TNG,0.16
Proka Migdal,Bajoran,1,6.98,26,DS9,0.16
Prax,Devore,1,7.35,24,VOY,0.16
Goro,Human,1,6.42,37,TOS,0.16
Gorgan,Non-corporeal lifeform,1,6.5,36,TOS,0.16
Goran'Agar,Jem'Hadar,1,7.15,24,DS9,0.16
Larr,Menk,1,7.38,24,ENT,0.16
Larell,Talura's species,1,7.08,24,DS9,0.16
Siana,Cardassian,1,7.26,23,DS9,0.16
Larsen,Unknown,1,7.24,24,VOY,0.16
Sharat,Kellerun,1,6.91,25,DS9,0.16
Bullock,Unknown,1,7.24,24,VOY,0.16
Genghis Khan,Unknown,1,6.33,34,TOS,0.16
Leclerc,Human,1,6.32,36,PIC,0.16
Selin Peers,Trill,1,6.73,28,DS9,0.16
Carlson,Human,1,7.36,22,VOY,0.16
Carlotta,Human,1,7.39,23,VOY,0.16
Carl Zeemo,Human,1,6.97,24,DS9,0.16
Calla,Vissian,1,7.05,23,ENT,0.16
Sarish Rez,Bajoran,1,7.06,23,DS9,0.16
Leonard,Unknown,1,7.44,22,VOY,0.16
Rael,Scalosian,1,6.61,35,TOS,0.16
Marouk,Acamarian,1,6.25,36,TNG,0.16
Marla Aster,Human,1,6.4,38,TNG,0.16
Qatai,Unknown,1,7.18,22,VOY,0.16
Dale,Human,1,6.17,43,PIC,0.16
Leland T. Lynch,Human,1,6.31,39,TNG,0.16
Sanchez,Human,1,6.56,35,TOS,0.16
Gathorel Labin,Sikarian,1,7.1,24,VOY,0.16
Carson,Human,1,7.15,24,DS9,0.16
Salish,Human,1,6.42,37,TOS,0.16
Charles,Vissian,1,7.05,23,ENT,0.16
Manua Apgar,Tanugan,1,6.41,37,TNG,0.16
D'Amato,Human,1,6.56,35,TOS,0.16
Rahda,Human,1,6.56,35,TOS,0.16
Linden,Human,1,6.5,36,TOS,0.16
Ch'Rega,Klingon,1,7.4,21,VOY,0.16
Ryan,Human,1,6.97,24,DS9,0.16
Ruwon,Romulan,1,7.2,24,DS9,0.16
Runepp,Rasiinian,1,7.13,23,DS9,0.16
Lojur,Human,1,7.15,25,VOY,0.16
Rugal,Cardassian,1,6.98,26,DS9,0.16
Rose Kumagawa,Human,1,7.21,22,VOY,0.16
Chorgan,Acamarian,1,6.25,36,TNG,0.16
Charlie Scott,Human,1,6.97,24,DS9,0.16
Ronald B. Moore,Human,1,6.1,42,TNG,0.16
Romah Doek,Tygarian,1,7.04,26,DS9,0.16
Losira,Kalandan,1,6.56,35,TOS,0.16
Rayna Kapec,Unknown,1,6.67,34,TOS,0.16
Ray Tsing Tao,Human,1,6.5,36,TOS,0.16
Ranek,Lokirrim,1,7.3,22,VOY,0.16
Rahma,Osnullus,1,6.34,36,DIS,0.16
Lola Chrystal,Human,1,6.9,25,DS9,0.16
Gardner,Human,1,7.43,21,ENT,0.16
Robert Johnson,Human,1,6.42,38,TOS,0.16
Riley Frazier,Human,1,7.26,23,VOY,0.16
Connor Rossa,Human,1,6.19,37,TNG,0.16
Connaught Rossa,Human,1,6.19,37,TNG,0.16
Fred Noonan,Human,1,6.85,26,VOY,0.16
Frank Darwin,Human,1,7.18,24,VOY,0.16
Frank Chalmers,Human,1,6.97,24,DS9,0.16
Lutan,Ligonian,1,6.14,46,TNG,0.16
Luna,Unknown,1,6.17,43,PIC,0.16
Compton,Human,1,6.61,35,TOS,0.16
Richard Bashir,Human,1,7.12,24,DS9,0.16
Fesek,Malon,1,7.39,24,VOY,0.16
Fer'at,Vulcan,1,7.57,19,ENT,0.16
Mallon,Acamarian,1,6.25,36,TNG,0.16
Flint,Human,1,6.67,34,TOS,0.16
Reyga,Ferengi,1,6.6,31,TNG,0.16
Francis Puga,Human,1,6.17,43,PIC,0.16
Foley,Human,1,6.28,36,TNG,0.16
Reiskin,Unknown,1,7.24,24,VOY,0.16
Reginod,Pakled,1,6.3,37,TNG,0.16
Regana Tosh,Markalian,1,7.15,24,DS9,0.16
0413 Theta,Unknown,1,7.22,26,DS9,0.16
Zolan,Zolan's species,1,6.98,26,DS9,0.16
Adar,Brenari,1,7.35,24,VOY,0.16
Yuta,Acamarian,1,6.25,36,TNG,0.16
Yosh,Unknown,1,6.38,36,TNG,0.16
Yor,Betelgeusian,1,6.24,36,DIS,0.16
Zef'No,Kressari,1,7.07,26,DS9,0.16
Abraham Lincoln,Human,1,6.33,34,TOS,0.16
Jane Taylor,Human,1,7.27,18,ENT,0.15
Abdon,Abdon's species,1,6.87,22,DS9,0.15
Abrom,Zeon,1,6.0,39,TOS,0.15
Jaheel,Boslic,1,6.57,29,DS9,0.15
Zetarian,Unknown,1,6.11,32,TOS,0.15
Zlangco,Unknown,1,6.4,26,DS9,0.15
Yog,Yridian,1,6.43,29,TNG,0.15
Naroq,Kesat,1,6.94,21,VOY,0.15
Yarka,Bajoran,1,6.92,23,DS9,0.15
Ja'Dar,Unknown,1,6.29,32,TNG,0.15
J. Hawkings,Human,1,6.09,37,PIC,0.15
Yareth,Rakhari,1,6.6,26,DS9,0.15
Dysek,Dinaali,1,7.21,21,VOY,0.15
Mullibok,Bajoran,1,6.46,26,DS9,0.15
Muk,Ferengi,1,6.97,22,ENT,0.15
Remi,Brunali,1,6.98,21,VOY,0.15
Rekelen,Cardassian,1,6.77,24,DS9,0.15
Magh,Klingon,1,7.31,18,ENT,0.15
Mademoiselle de Neuf,Human,1,7.06,21,VOY,0.15
Madeline Reed,Human,1,7.06,21,ENT,0.15
Fraddock,Unknown,1,7.08,21,ENT,0.15
Reginald Smith,Human,1,6.99,23,VOY,0.15
Nava,Ferengi,1,6.61,27,DS9,0.15
Natima Lang,Cardassian,1,6.77,24,DS9,0.15
Akorem Laan,Bajoran,1,6.86,23,DS9,0.15
Ah-Kel,Miradorn,1,6.6,26,DS9,0.15
Ah'len,Xyrillian,1,6.76,24,ENT,0.15
Mala,Brunali,1,6.98,21,VOY,0.15
Makbar,Cardassian,1,6.99,23,DS9,0.15
Rebecca Sullivan,Human,1,7.0,21,DS9,0.15
Flith,Farian,1,6.9,22,DS9,0.15
MacDougal,Human,1,5.31,51,TNG,0.15
Ma'ah,Klingon,1,7.98,15,LD,0.15
Frool,Ferengi,1,6.76,22,DS9,0.15
Rex,Human,1,5.99,37,TNG,0.15
Irina Karlovassi,Human,1,7.12,18,ENT,0.15
Jeffrey,Human,1,6.84,22,VOY,0.15
Jason Vigo,Human,1,6.27,28,TNG,0.15
Jarvin,Human,1,6.72,26,VOY,0.15
Dorg,Klingon,1,7.98,15,LD,0.15
Donaldson,Human,1,6.29,32,TNG,0.15
Neria,Vhnori,1,6.83,24,VOY,0.15
Eddie,Human,1,7.06,21,ENT,0.15
Whatley,Human,1,6.87,22,DS9,0.15
Weyoun 4,Vorta,1,7.03,23,DS9,0.15
Wakasa,Human,1,6.07,32,TNG,0.15
Allos,Allos' species,1,6.92,22,VOY,0.15
Colyus,Yaderan,1,6.83,25,DS9,0.15
Claymare,Organian,1,5.7,43,TOS,0.15
Riaan,Akaali,1,6.77,22,ENT,0.15
Rebner,Pakled,1,7.98,15,LD,0.15
Jeffrey Pierce,Human,1,7.16,19,ENT,0.15
Ishan Chaye,Bajoran,1,6.76,22,DS9,0.15
Isak,Zeon,1,6.0,39,TOS,0.15
Jisa,Vaadwaur,1,7.1,21,VOY,0.15
Jim Shimoda,Human,1,5.31,51,TNG,0.15
Jillur Gueta,Bajoran,1,6.76,22,DS9,0.15
Jhamel,Aenar,1,7.47,18,ENT,0.15
Jev,Ullian,1,6.08,32,TNG,0.15
Allocator,Unknown,1,7.21,21,VOY,0.15
Ro-Kel,Miradorn,1,6.6,26,DS9,0.15
Lumas,Caatati,1,6.86,21,VOY,0.15
Rifkin,Human,1,6.7,22,DS9,0.15
Claude,Human,1,6.99,23,VOY,0.15
Vorok,Klingon,1,6.76,24,ENT,0.15
Voje,Dinaali,1,7.21,21,VOY,0.15
Ekoria,Teplan,1,6.88,23,DS9,0.15
Ee'char,Argrathi,1,6.74,22,DS9,0.15
Morin,Vaadwaur,1,7.1,21,VOY,0.15
Morica Bilby,Human,1,6.9,22,DS9,0.15
Noggra,Klingon,1,6.85,24,DS9,0.15
Nima,Unknown,1,6.4,26,DS9,0.15
Virak'kara,Jem'Hadar,1,7.03,23,DS9,0.15
Viorsa,Viorsa's species,1,6.6,26,VOY,0.15
Imutta,Bajoran,1,6.86,23,DS9,0.15
Ibudan,Bajoran,1,6.49,29,DS9,0.15
John Gill,Human,1,6.0,39,TOS,0.15
Ranora,Vhnori,1,6.83,24,VOY,0.15
Raimus,Farian,1,6.9,22,DS9,0.15
Rahmin,Caatati,1,6.86,21,VOY,0.15
Lorian,Human,1,7.26,19,ENT,0.15
Loria,Vhnori,1,6.83,24,VOY,0.15
Lonzo,Ferengi,1,6.7,23,DS9,0.15
Garth,Human,1,6.29,34,TOS,0.15
Garos,Malurian,1,6.77,22,ENT,0.15
Gar,Dralian,1,7.21,21,VOY,0.15
Rojay,Human,1,6.12,37,TNG,0.15
Rodek,Unknown,1,6.85,24,DS9,0.15
Chester,Unknown,1,6.9,22,DS9,0.15
Chellick,Jye,1,7.21,21,VOY,0.15
Charlie Whatley,Human,1,6.7,22,DS9,0.15
Romara,Unknown,1,6.76,22,DS9,0.15
Razka Karn,Bajoran,1,6.65,26,DS9,0.15
Raymond Boone,Human,1,6.99,23,DS9,0.15
Vindicta,Human,1,7.42,17,LD,0.15
Verad,Trill,1,6.48,25,DS9,0.15
Ven,Species 6339,1,7.06,22,VOY,0.15
Andrew Kim,Human,1,7.06,22,VOY,0.15
Anara,Bajoran,1,6.59,25,DS9,0.15
Ny Terla,Makull's species,1,6.67,25,VOY,0.15
Donald Cory,Human,1,6.29,34,TOS,0.15
Dillard,Human,1,6.76,24,ENT,0.15
Norva,Teplan,1,6.88,23,DS9,0.15
Inad,Ullian,1,6.08,32,TNG,0.15
Vanik,Vulcan,1,6.74,22,ENT,0.15
Vance,Human,1,7.0,21,DS9,0.15
Vadosia,Bolian,1,6.59,25,DS9,0.15
Chadwick,Human,1,6.9,22,DS9,0.15
Rurigan,Yaderan,1,6.83,25,DS9,0.15
Galis,Bajoran,1,6.57,29,DS9,0.15
Lojal,Vulcan,1,6.59,25,DS9,0.15
Lobo,Unknown,1,6.76,22,DS9,0.15
Little Woman,Viorsa's species,1,6.6,26,VOY,0.15
Rul the Obscure,Unknown,1,6.4,29,DS9,0.15
Ulis,Ferengi,1,6.97,22,ENT,0.15
Ulani Belor,Cardassian,1,6.92,23,DS9,0.15
Udar,Human,1,7.12,18,ENT,0.15
Okala,Bajoran,1,6.76,22,DS9,0.15
Moklor,Klingon,1,6.86,21,VOY,0.15
Odona,Gideon,1,6.28,33,TOS,0.15
Anetra,Yaderan,1,6.83,25,DS9,0.15
Turot,Ferengi,1,6.61,27,DS9,0.15
Maques,Cairn,1,6.21,32,TNG,0.15
Manuele Atoa,Human,1,6.86,23,DS9,0.15
Croden,Rakhari,1,6.6,26,DS9,0.15
Lisa Cusak,Human,1,6.92,22,DS9,0.15
Linnis Paris,Ocampa,1,7.06,22,VOY,0.15
Gedrin,Vaadwaur,1,7.1,21,VOY,0.15
K'mtar,Unknown,1,6.43,29,TNG,0.15
K'Temang,Klingon,1,6.77,22,DS9,0.15
K'Par Rinn,Argrathi,1,6.74,22,DS9,0.15
K'Kath,Klingon,1,6.84,22,VOY,0.15
Ian Troi,Human,1,5.82,44,TNG,0.15
Ian Andrew Troi,Human,1,6.21,32,TNG,0.15
Anthwara,Human,1,6.07,32,TNG,0.15
Trevean,Teplan,1,6.88,23,DS9,0.15
Liam Bilby,Human,1,6.9,22,DS9,0.15
Leyor,Caldonian,1,6.12,37,TNG,0.15
Leucon,Brunali,1,6.98,21,VOY,0.15
Charlene,Human,1,6.84,22,VOY,0.15
Lissan,Aenar,1,7.47,18,ENT,0.15
Mark Latrelle,Human,1,7.06,21,ENT,0.15
Marika Wilkarah,Bajoran,1,6.99,21,VOY,0.15
Mareel,Unknown,1,6.48,25,DS9,0.15
Marat Kobar,Unknown,1,6.76,22,DS9,0.15
Trena'L,Xyrillian,1,6.76,24,ENT,0.15
Hon-Tihl,Klingon,1,6.66,25,DS9,0.15
Hogue,Cardassian,1,6.77,24,DS9,0.15
Hoex,Ferengi,1,6.61,27,DS9,0.15
Hodin,Gideon,1,6.28,33,TOS,0.15
Kalev,Coridanite,1,7.15,21,ENT,0.15
Kalandra,Human,1,6.95,23,DS9,0.15
Trefayne,Organian,1,5.7,43,TOS,0.15
Lemonts,Human,1,7.42,17,LD,0.15
Sandra Rhodes,Human,1,6.27,28,TNG,0.15
San,Unknown,1,5.89,39,DIS,0.15
Gaumen,B'omar,1,6.95,21,VOY,0.15
Gaul,Vaadwaur,1,7.1,21,VOY,0.15
Traeg,Coridanite,1,7.15,21,ENT,0.15
Torias Dax,Trill,1,6.7,23,DS9,0.15
Kareel Odan,Trill,1,6.21,34,TNG,0.15
Kara Polus,Unknown,1,6.76,22,DS9,0.15
Elizabeth Lense,Human,1,6.78,24,DS9,0.15
Mira Romaine,Human,1,6.11,32,TOS,0.15
Devinoni Ral,Human,1,6.12,37,TNG,0.15
Onara,Bajoran,1,6.86,23,DS9,0.15
Omet'iklan,Jem'Hadar,1,7.03,23,DS9,0.15
Kalin Trose,Pelian,1,6.21,34,TNG,0.15
Horis,Unknown,1,6.76,22,DS9,0.15
Toman'torax,Jem'Hadar,1,7.03,23,DS9,0.15
Tol,Ferengi,1,6.27,28,TNG,0.15
Campio,Kostolain native,1,6.0,32,TNG,0.15
Leskit,Klingon,1,6.99,22,DS9,0.15
Rabal,Hekaran,1,6.22,31,TNG,0.15
Ptera,Vhnori,1,6.83,24,VOY,0.15
Togg,Klingon,1,7.98,15,LD,0.15
Hester Dealt,Human,1,5.82,44,TNG,0.15
Karyn Archer,Unknown,1,7.26,19,ENT,0.15
Karen Loews,Human,1,6.92,24,DS9,0.15
Tobin Dax,Trill,1,6.7,23,DS9,0.15
Eneg,Ekosian,1,6.0,39,TOS,0.15
Emony Dax,Trill,1,6.7,23,DS9,0.15
Miller,Unknown,1,7.06,21,VOY,0.15
Ortikan,Klingon,1,6.99,22,DS9,0.15
Orak,Klingon,1,7.06,19,ENT,0.15
Timor Landi,Bajoran,1,6.76,22,DS9,0.15
Katrine,Human,1,7.06,21,VOY,0.15
Tilikia,Boslic,1,6.85,24,DS9,0.15
Lela Dax,Trill,1,6.7,23,DS9,0.15
Leka Trion,Pelian,1,6.21,34,TNG,0.15
Golin Shel-la,Unknown,1,6.4,26,DS9,0.15
Gladstone,Human,1,5.82,44,TNG,0.15
Scarface,Human,1,5.99,37,TNG,0.15
Thrax,Cardassian,1,6.76,22,DS9,0.15
Thoris,Andorian,1,7.43,18,ENT,0.15
Audrid Dax,Trill,1,6.7,23,DS9,0.15
Asoth,Markalian,1,6.57,29,DS9,0.15
Askwith,Human,1,7.53,18,ENT,0.15
The Spectre,Unknown,1,6.6,26,VOY,0.15
Heler,Bajoran,1,6.65,26,DS9,0.15
Hedril,Cairn,1,6.21,32,TNG,0.15
Keena,Bajoran,1,6.46,26,DS9,0.15
The Clown,Viorsa's species,1,6.6,26,VOY,0.15
Ayelborne,Organian,1,5.7,43,TOS,0.15
Pardshay,Rotciv,1,6.8,23,DS9,0.15
Shempo,Human,1,7.42,17,LD,0.15
Gilora Rejal,Cardassian,1,6.92,23,DS9,0.15
Laxeth,Talaxian,1,7.04,22,VOY,0.15
Latika,Makull's species,1,6.67,25,VOY,0.15
Lathal Bine,Pelian,1,6.21,34,TNG,0.15
Latara,Bajoran,1,6.86,23,DS9,0.15
Shari yn Yem,Pandronian,1,7.74,14,LD,0.15
Shara,Vulcan,1,7.98,15,LD,0.15
Serova,Hekaran,1,6.22,31,TNG,0.15
Dell,Human,1,6.92,22,VOY,0.15
Dekon Elig,Bajoran,1,6.57,29,DS9,0.15
Dejaren,Serosian,1,6.89,21,VOY,0.15
Dejar,Cardassian,1,6.92,23,DS9,0.15
Pablo Baytart,Unknown,1,7.04,22,VOY,0.15
P'Chan,Species 571,1,6.99,21,VOY,0.15
Hatil Garan,Vhnori,1,6.83,24,VOY,0.15
Kestra Troi,Betazoid,1,6.21,32,TNG,0.15
Kessick,Xindi-Primate,1,7.2,19,ENT,0.15
Marta,Orion,1,6.29,34,TOS,0.15
Prototype Unit 0001,Pralor,1,6.96,23,VOY,0.15
Lansor,Species 571,1,6.99,21,VOY,0.15
Laneth,Klingon,1,7.25,17,ENT,0.15
Brin Tusk,Unknown,1,6.76,22,DS9,0.15
Brigitte,Human,1,7.06,21,VOY,0.15
Automated Unit 6263,Pralor,1,6.96,23,VOY,0.15
Automated Unit 3947,Pralor,1,6.96,23,VOY,0.15
Automated Commander 122,Cravic,1,6.96,23,VOY,0.15
Telak,Cardassian,1,6.07,32,TNG,0.15
Tekoa,Bajoran,1,6.87,22,DS9,0.15
Teirna,Kazon,1,7.08,22,VOY,0.15
Tebbis,Dinaali,1,7.21,21,VOY,0.15
Taya,Yaderan,1,6.83,25,DS9,0.15
Slade Bender,Human,1,5.99,37,TNG,0.15
Sirella,Klingon,1,6.86,23,DS9,0.15
Sirco Ch'Ano,Bajoran,1,6.46,26,DS9,0.15
Goss,Ferengi,1,6.12,37,TNG,0.15
Gorta,Dopterian,1,6.43,29,TNG,0.15
Mary Reed,Human,1,7.06,21,ENT,0.15
Martis,Ocampa,1,7.06,22,VOY,0.15
Taxco,Arbazan,1,6.59,25,DS9,0.15
Kirby,Human,1,6.95,23,DS9,0.15
Kipp,Unknown,1,7.21,21,VOY,0.15
Kid Chaos,Chaos entity,1,6.98,22,VOY,0.15
Davod,Zeon,1,6.0,39,TOS,0.15
Mesk,Orion,1,7.82,14,LD,0.15
Merruk,Yaderan,1,6.83,25,DS9,0.15
Pierce,Human,1,7.22,18,ENT,0.15
Bridget,Human,1,6.76,24,VOY,0.15
Lamonay S.,Unknown,1,6.49,29,DS9,0.15
Lakanta,Unknown,1,6.07,32,TNG,0.15
Laas,Changeling,1,6.8,21,DS9,0.15
Greer,Human,1,7.26,19,ENT,0.15
Erko,Kostolain native,1,6.0,32,TNG,0.15
Davis,Human,1,6.08,32,TNG,0.15
Parsons,Human,1,7.5,18,ENT,0.15
Tavana,Klingon,1,6.99,22,DS9,0.15
Tash,Tash's species,1,6.94,21,VOY,0.15
Tarmin,Ullian,1,6.08,32,TNG,0.15
Klingon Encounter holograms,Unknown,1,7.74,14,LD,0.15
Kleg,Ledosian,1,7.17,21,VOY,0.15
Baltrim,Bajoran,1,6.46,26,DS9,0.15
Belar,Bajoran,1,6.76,22,DS9,0.15
Pelin,Unknown,1,6.76,22,DS9,0.15
Pe'Nar Makull,Makull's species,1,6.67,25,VOY,0.15
Pauley,Human,1,6.4,29,DS9,0.15
Sopek,Vulcan,1,7.15,21,ENT,0.15
Sonsorra,Borothan,1,7.08,21,ENT,0.15
Sokel,Vulcan,1,7.98,15,LD,0.15
Prak,Ferengi,1,6.22,31,TNG,0.15
Prah Mantoos,Prah Mantoos' species,1,7.08,21,ENT,0.15
Ethan Novakovich,Human,1,6.58,23,ENT,0.15
Masaro,Human,1,7.43,18,ENT,0.15
Maryl,Unknown,1,7.06,22,VOY,0.15
Porta,Bajoran,1,6.86,23,DS9,0.15
Hadran,Rakhari,1,6.6,26,DS9,0.15
Kolana,Klingon,1,7.03,22,DS9,0.15
Barus,Ledosian,1,7.17,21,VOY,0.15
T'im,Klingon,1,7.98,15,LD,0.15
Bobby Davis,Human,1,7.06,21,VOY,0.15
Birta,Ferengi,1,6.27,28,TNG,0.15
Stel,Vulcan,1,7.53,18,ENT,0.15
Gramm,Unknown,1,6.76,22,DS9,0.15
Graife,Bolian,1,6.9,22,DS9,0.15
Kyle Riker,Human,1,6.12,36,TNG,0.15
Korzak,Karemma,1,7.82,14,LD,0.15
Kornan,Klingon,1,6.99,22,DS9,0.15
T'Kar,Klingon,1,6.48,25,DS9,0.15
T'Gai,Vulcan,1,7.98,15,LD,0.15
Syvek,Vulcan,1,7.98,15,LD,0.15
Darok,Klingon,1,7.03,22,DS9,0.15
Epran,Teplan,1,6.88,23,DS9,0.15
Mera,Bajoran,1,6.7,22,DS9,0.15
Stuart Reed,Human,1,7.06,21,ENT,0.15
Strong,Human,1,7.22,18,ENT,0.15
Krole,Unknown,1,6.9,22,DS9,0.15
Krodak,Gideon,1,6.28,33,TOS,0.15
Krem,Ferengi,1,6.97,22,ENT,0.15
Stol,Ferengi,1,6.4,29,DS9,0.15
Mendoza,Human,1,6.12,37,TNG,0.15
Melakon,Ekosian,1,6.0,39,TOS,0.15
Daras,Ekosian,1,6.0,39,TOS,0.15
Benten Vek,Unknown,1,6.76,22,DS9,0.15
Grish,Ferengi,1,6.97,22,ENT,0.15
Grimp,Ferengi,1,6.76,22,DS9,0.15
Krax,Ferengi,1,6.61,27,DS9,0.15
Kovat,Cardassian,1,6.99,23,DS9,0.15
Benaren,Ocampa,1,7.06,22,VOY,0.15
Belle,Human,1,6.84,22,VOY,0.15
Syrran,Vulcan,1,7.53,18,ENT,0.15
Synon,Klingon,1,7.03,22,DS9,0.15
Bhavani,Barzan,1,6.12,37,TNG,0.15
Surmak Ren,Bajoran,1,6.57,29,DS9,0.15
Sulan,Vidiian,1,6.79,23,VOY,0.15
Yivel,Brunali,1,6.98,21,VOY,0.15
Yint,Unknown,1,6.9,22,DS9,0.15
Yifay,Brunali,1,6.98,21,VOY,0.15
Yeto,Klingon,1,6.48,25,DS9,0.15
Nalas,Akoszonam,1,5.89,41,DIS,0.15
Dumah,B'omar,1,6.95,21,VOY,0.15
Janet Brooks,Human,1,5.95,35,TNG,0.15
Zayra,Bajoran,1,6.49,29,DS9,0.15
Adolf Hitler,Human,1,6.0,39,TOS,0.15
Yost,Unknown,1,6.71,21,VOY,0.14
